title,author,date,abstract,column,url
Harvard brings needed change to college admissions,Jessica Suriano,"January 27, 2016",N/A,Opinion,https://wildcat.arizona.edu/144416/opinions/harvard-brings-needed-change-to-college-admissions/
Column: Universities across the pond in trouble,Nicole Rochon,"January 27, 2016",N/A,Opinion,https://wildcat.arizona.edu/138486/opinions/column-universities-across-the-pond-in-trouble/
Column: Diets a Band-Aid solution for better health,Scott Baca,"January 27, 2016",N/A,Opinion,https://wildcat.arizona.edu/104719/opinions/column-diets-a-band-aid-solution-for-better-health/
"More guns on campus will result in more danger, not more safety",Apoorva Bhaskara,"January 26, 2016",N/A,Opinion,https://wildcat.arizona.edu/109028/opinions/more-guns-on-campus-will-result-in-more-danger-not-more-safety/
"Column: Breastfeeding healthy, not offensive",Daniel Geffre,"January 25, 2016",N/A,Opinion,https://wildcat.arizona.edu/117280/opinions/column-breastfeeding-healthy-not-offensive/
Procrastination can be a tool for productivity,Hailey Dickson,"January 25, 2016",N/A,Opinion,https://wildcat.arizona.edu/134496/opinions/procrastination-can-be-a-tool-for-productivity/
"Column: Hate doesn’t work, preachers",Rhiannon Bauer,"January 24, 2016",N/A,Opinion,https://wildcat.arizona.edu/131619/opinions/column-hate-doesnt-work-preachers/
Column: Tucson’s rich history earned us UNESCO nod,Nicole Rochon,"January 22, 2016",N/A,Opinion,https://wildcat.arizona.edu/135454/opinions/column-tucsons-rich-history-earned-us-unesco-nod/
Column: Another all-white oscars shows issue with Academy,Greg Castro,"January 22, 2016",N/A,Opinion,https://wildcat.arizona.edu/102363/opinions/column-another-all-white-oscars-shows-issue-with-academy/
Column: The merits of meritocracy,Hailey Dickson,"January 22, 2016",N/A,Opinion,https://wildcat.arizona.edu/111075/opinions/column-the-merits-of-meritocracy/
"Column: Pay attention, pedestrians",Ashleigh Horowitz,"January 21, 2016",N/A,Opinion,https://wildcat.arizona.edu/108900/opinions/column-pay-attention-pedestrians/
Column: Cancer too complex for simple fix,Apoorva Bhaskara,"January 20, 2016",N/A,Opinion,https://wildcat.arizona.edu/112275/opinions/column-cancer-too-complex-for-simple-fix/
Column: Stop being lazy and eat right,Martin Forstrom,"January 15, 2016",N/A,Opinion,https://wildcat.arizona.edu/101327/opinions/column-stop-being-lazy-and-eat-right/
"Column: Obama’s last State of the Union reflected his legacy, not the future of U.S.",Apoorva Bhaskara,"January 13, 2016",N/A,Opinion,https://wildcat.arizona.edu/105952/opinions/column-obamas-last-state-of-the-union-reflected-his-legacy-not-the-future-of-u-s/
"GOP leader’s dominance is a reality, but nothing trumps First Amendment rights",Michelle Jaquette,"December 23, 2015",N/A,Opinion,https://wildcat.arizona.edu/106240/opinions/gop-leaders-dominance-is-a-reality-but-nothing-trumps-first-amendment-rights/
Column: Food waste growing problem,Talya Jaffe,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/123825/opinions/column-food-waste-growing-problem/
Column: Climate change conference finally promising,Jessica Suriano,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/127996/opinions/column-climate-change-conference-finally-promising/
Column: UA’s language programs lacking as world develops,Hailey Dickson,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/108049/opinions/column-uas-language-programs-lacking-as-world-develops/
"Column: Take some calming breaths over yoga appropriation, people",Justice Amarillas,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/128009/opinions/column-take-some-calming-breaths-over-yoga-appropriation-people/
"Column: It’s Finals, eat your problems",Justice Amarillas,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/118247/opinions/column-its-finals-eat-your-problems/
Column: Soup kitchens and shelters need help year round,Talya Jaffe,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/133794/opinions/column-soup-kitchens-and-shelters-need-help-year-round/
Column: Translators are a valuable asset and should be protected,Maddie Pickens,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/127139/opinions/column-translators-are-a-valuable-asset-and-should-be-protected/
Column: Helicopter parents overstep,Graham Place,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/140653/opinions/column-helicopter-parents-overstep/
Column: Is World War III a future possibility?,Apoorva Bhaskara,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/120938/opinions/column-is-world-war-iii-a-future-possibility/
Column: Improv can help just about anyone in life,Daniel Geffre,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/99534/opinions/column-improv-can-help-just-about-anyone-in-life/
Column: Constantly comparing yourself to others is no way to live,Scott Baca,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/130987/opinions/column-constantly-comparing-yourself-to-others-is-no-way-to-live/
"Column: Four day school week disastrous for students, parents and staff",Maddie Pickens,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/115184/opinions/column-four-day-school-week-disastrous-for-students-parents-and-staff/
Column: Trends might be misleading us to what’s actually important,Greg Castro,"December 7, 2015",N/A,Opinion,https://wildcat.arizona.edu/101856/opinions/column-trends-might-be-misleading-us-to-whats-actually-important/
Column: Mexican weed legalization could benefit US,Jessica Suriano,"November 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/146216/opinions/column-mexican-weed-legalization-could-benefit-us/
Column: Adele sells records because she’s real,Graham Place,"November 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/132463/opinions/column-adele-sells-records-because-shes-real/
Column: Domestic terrorism more dangerous than ever,Talya Jaffe,"November 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/135573/opinions/column-domestic-terrorism-more-dangerous-than-ever/
Column: Removing context deletes relevance in most artistic work,Justice Amarillas,"November 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/117973/opinions/column-removing-context-deletes-relevance-in-most-artistic-work/
Column: Girl Scouts trying to be one of the boys miss point,Genesis Lara,"November 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/124913/opinions/column-girl-scouts-trying-to-be-one-of-the-boys-miss-point/
Column: Uber dangerous? Background checks lacking in lift service,Jessica Suriano,"November 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/136272/opinions/column-uber-dangerous-background-checks-lacking-in-lift-service/
Column: Young adult dystopias more relevant than ever,Apoorva Bhaskara,"November 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/133348/opinions/column-young-adult-dystopias-more-relevant-than-ever/
Column: Social media activism is apathy,Greg Castro,"November 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/132250/opinions/column-social-media-activism-is-apathy/
Column: Changing your profile picture is useless,Graham Place,"November 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/112458/opinions/column-changing-your-profile-picture-is-useless/
Column: Being conservative is pretty hard for millennials these days,Scott Baca,"November 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/115375/opinions/column-being-conservative-is-pretty-hard-for-millennials-these-days/
Letter to the Editor: ‘Safe’ Act truly evil,Jake Ramirez,"November 30, 2015",N/A,Opinion,https://wildcat.arizona.edu/102307/opinions/letter-to-the-editor-safe-act-truly-evil/
Letter to the Editor: Being Thankful for Health Care,Melissa Stafford Jones,"November 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/102881/opinions/letter-to-the-editor-being-thankful-for-health-care/
Column: Faceless holiday donations ignore real problem of homelessness,Genesis Lara,"November 23, 2015",N/A,Opinion,https://wildcat.arizona.edu/138728/opinions/column-faceless-holiday-donations-ignore-real-problem-of-homelessness/
Column: Bieber finds Purpose in EDM,Scott Baca,"November 23, 2015",N/A,Opinion,https://wildcat.arizona.edu/120955/opinions/column-bieber-finds-purpose-in-edm/
Column: Your pet ownership is just a little self-indulgent,Greg Castro,"November 23, 2015",N/A,Opinion,https://wildcat.arizona.edu/136093/opinions/column-your-pet-ownership-is-just-a-little-self-indulgent/
Column: Castration humane way to prevent further abuse,Martin Forstrom,"November 23, 2015",N/A,Opinion,https://wildcat.arizona.edu/121555/opinions/column-castration-humane-way-to-prevent-further-abuse/
"Column: Tragedy sells, but only to the highest bidder",Daniel Geffre,"November 23, 2015",N/A,Opinion,https://wildcat.arizona.edu/114841/opinions/column-tragedy-sells-but-only-to-the-highest-bidder/
"Column: Lax gun control to blame for increased violence, not religion",Jessica Suriano,"November 23, 2015",N/A,Opinion,https://wildcat.arizona.edu/131804/opinions/column-lax-gun-control-to-blame-for-increased-violence-not-religion/
"Column: Governors overstep, show racism and cowardice",Maddie Pickens,"November 22, 2015",N/A,Opinion,https://wildcat.arizona.edu/105891/opinions/column-governors-overstep-show-racism-and-cowardice/
"Column: Life, Liberty and an open shore",Apoorva Bhaskara,"November 22, 2015",N/A,Opinion,https://wildcat.arizona.edu/133999/opinions/column-life-liberty-and-an-open-shore/
Column: We shouldn’t be fighting ISIS with kid gloves,Martin Forstrom,"November 22, 2015",N/A,Opinion,https://wildcat.arizona.edu/137052/opinions/column-we-shouldnt-be-fighting-isis-with-kid-gloves/
Column: A cup is a cup; Happy Holidays!,Graham Place,"November 17, 2015",N/A,Opinion,https://wildcat.arizona.edu/116191/opinions/column-a-cup-is-a-cup-happy-holidays/
Column: Million Student March reveals entitlement,Scott Baca,"November 17, 2015",N/A,Opinion,https://wildcat.arizona.edu/138580/opinions/column-million-student-march-reveals-entitlement/
Column: UN Interns should maybe talk to the Human Rights committee,Maddie Pickens,"November 17, 2015",N/A,Opinion,https://wildcat.arizona.edu/135904/opinions/column-un-interns-should-maybe-talk-to-the-human-rights-committee/
Column: Christmas is a holiday for hypocrites,Genesis Lara,"November 17, 2015",N/A,Opinion,https://wildcat.arizona.edu/128696/opinions/column-christmas-is-a-holiday-for-hypocrites/
"Column: Haters gonna hate, lawyers gonna lawyer",Apoorva Bhaskara,"November 17, 2015",N/A,Opinion,https://wildcat.arizona.edu/108933/opinions/column-haters-gonna-hate-lawyers-gonna-lawyer/
Column: Callisto making waves in rape reporting,Hailey Dickson,"November 17, 2015",N/A,Opinion,https://wildcat.arizona.edu/125408/opinions/column-callisto-making-waves-in-rape-reporting/
Column: Course fees a necessary evil,Greg Castro,"November 17, 2015",N/A,Opinion,https://wildcat.arizona.edu/137246/opinions/column-course-fees-a-necessary-evil/
Column: Main Library not serving students to full potential,Daniel Geffre,"November 16, 2015",N/A,Opinion,https://wildcat.arizona.edu/146219/opinions/column-main-library-not-serving-students-to-full-potential/
OPINION: Violence is a deflection in Tarantino’s cop-hate debate,Sasha Hawkins,"November 16, 2015",N/A,Opinion,https://wildcat.arizona.edu/99467/opinions/opinion-violence-is-a-deflection-in-tarantinos-cop-hate-debate/
Column: Language as discrimination,Ashleigh Horowitz,"November 15, 2015",N/A,Opinion,https://wildcat.arizona.edu/106276/opinions/column-language-as-discrimination/
Column: University climate still out of touch,Jacob Winkelman,"November 15, 2015",N/A,Opinion,https://wildcat.arizona.edu/123651/opinions/column-university-climate-still-out-of-touch/
Column: Race tensions just a bit out of control,Talya Jaffe,"November 15, 2015",N/A,Opinion,https://wildcat.arizona.edu/110693/opinions/column-race-tensions-just-a-bit-out-of-control/
Column: State just isn’t cracking down on abuse the way it should,Ashleigh Horowitz,"November 9, 2015",N/A,Opinion,https://wildcat.arizona.edu/105458/opinions/column-state-just-isnt-cracking-down-on-abuse-the-way-it-should/
Column: Texas Voters no hero to LGBTQ populations,Jacob Winkelman,"November 9, 2015",N/A,Opinion,https://wildcat.arizona.edu/103689/opinions/column-texas-voters-no-hero-to-lgbtq-populations/
"Column: Old people vote, trainwreck bonds",Cooper Temple,"November 9, 2015",N/A,Opinion,https://wildcat.arizona.edu/112157/opinions/column-old-people-vote-trainwreck-bonds/
Column: Military funding just a bunch of hot air,Apoorva Bhaskara,"November 9, 2015",N/A,Opinion,https://wildcat.arizona.edu/105013/opinions/column-military-funding-just-a-bunch-of-hot-air/
Column: Police hide behind badges to commit crimes,Genesis Lara,"November 9, 2015",N/A,Opinion,https://wildcat.arizona.edu/115134/opinions/column-police-hide-behind-badges-to-commit-crimes/
Column: Too much information is clouding our newsfeeds and our judgment,Scott Baca,"November 9, 2015",N/A,Opinion,https://wildcat.arizona.edu/111549/opinions/column-too-much-information-is-clouding-our-newsfeeds-and-our-judgment/
Head to Head: Second Language unproductive timesink,Daniel Geffre,"November 9, 2015",N/A,Opinion,https://wildcat.arizona.edu/137990/opinions/head-to-head-second-language-unproductive-timesink/
Head to Head: Learning languages is great for post-grad,Hailey Dickson,"November 9, 2015",N/A,Opinion,https://wildcat.arizona.edu/121149/opinions/head-to-head-learning-languages-is-great-for-post-grad/
Column: Greer just isn’t queer enough,Justice Amarillas,"November 9, 2015",N/A,Opinion,https://wildcat.arizona.edu/132581/opinions/column-greer-just-isnt-queer-enough/
Column: Sports: What are they good for?,Greg Castro,"November 9, 2015",N/A,Opinion,https://wildcat.arizona.edu/103885/opinions/column-sports-what-are-they-good-for/
Column: Mashups keep music alive as originality fades,Daniel Geffre,"November 3, 2015",N/A,Opinion,https://wildcat.arizona.edu/114485/opinions/column-mashups-keep-music-alive-as-originality-fades/
Column: People generally dislike people who dislike things,Wyatt Z. Conoly,"November 3, 2015",N/A,Opinion,https://wildcat.arizona.edu/141293/opinions/column-people-generally-dislike-people-who-dislike-things/
Column: Amber Rose is the perfect woman to lead the Slut Walk,Jessica Suriano,"November 3, 2015",N/A,Opinion,https://wildcat.arizona.edu/131025/opinions/column-amber-rose-is-the-perfect-woman-to-lead-the-slut-walk/
Column: Teaching to the test still not productive,Cooper Temple,"November 3, 2015",N/A,Opinion,https://wildcat.arizona.edu/117786/opinions/column-teaching-to-the-test-still-not-productive/
Column: Hip young talent just doesn’t vibe with GOP,Graham Place,"November 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/128912/opinions/column-hip-young-talent-just-doesnt-vibe-with-gop/
Column: Body cameras not the oversight we need,Martin Forstrom,"November 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/126011/opinions/column-body-cameras-not-the-oversight-we-need/
Column: Does the crime match the time?,Genesis Lara,"November 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/113256/opinions/column-does-the-crime-match-the-time/
"Column: Film should be an experience, even if it hits you right in the face",Greg Castro,"November 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/131032/opinions/column-film-should-be-an-experience-even-if-it-hits-you-right-in-the-face/
"Column: Apple finally understands that a uterus is part of the human body, updates app",Hailey Dickson,"November 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/123711/opinions/column-apple-finally-understands-that-a-uterus-is-part-of-the-human-body-updates-app/
Column: Shocker! Periods aren’t a choice and healthcare isn’t a luxury,Maddie Pickens,"November 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/98827/opinions/column-shocker-periods-arent-a-choice-and-healthcare-isnt-a-luxury/
Column: No shame in spending some quality time with yourself,Talya Jaffe,"November 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/140216/opinions/column-no-shame-in-spending-some-quality-time-with-yourself/
"Column: If we’re committing a crime to punish a crime, should we be doing it at all?",Ashleigh Horowitz,"November 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/144381/opinions/column-if-were-committing-a-crime-to-punish-a-crime-should-we-be-doing-it-at-all/
Column: Trump might be crazy but he’s good [political] television,Scott Baca,"November 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/140650/opinions/column-trump-might-be-crazy-but-hes-good-political-television/
Column: Top neurosurgeon moonlighting as politician,Apoorva Bhaskara,"November 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/119577/opinions/column-top-neurosurgeon-moonlighting-as-politician/
Column: Benghazi committee complete waste of time,Jacob Winkelman,"November 2, 2015",N/A,Opinion,https://wildcat.arizona.edu/143282/opinions/column-benghazi-committee-complete-waste-of-time/
Column: Child marriage is not a foreign problem but also a domestic one,Genesis Lara,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/98833/opinions/column-child-marriage-is-not-a-foreign-problem-but-also-a-domestic-one/
"Column: Do you think you’re too good to eat at the Unions? Do ya, punk?",Justice Amarillas,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/142153/opinions/column-do-you-think-youre-too-good-to-eat-at-the-unions-do-ya-punk/
Column: Send that pre-pubescent boy straight to jail!,Apoorva Bhaskara,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/121630/opinions/column-send-that-pre-pubescent-boy-straight-to-jail/
Column: 2nd street traffic is a disservice to drivers and pedestrians alike,Wyatt Z. Conoly,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/140805/opinions/column-2nd-street-traffic-is-a-disservice-to-drivers-and-pedestrians-alike/
"Column: Grow up, nudity is fine",Justice Amarillas,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/137385/opinions/column-grow-up-nudity-is-fine/
Column: As long as you’re good at something you can totally commit crimes,Scott Baca,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/140946/opinions/column-as-long-as-youre-good-at-something-you-can-totally-commit-crimes/
Column: Women criminally ignored over healthcare concerns,Hailey Dickson,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/123810/opinions/column-women-criminally-ignored-over-healthcare-concerns/
"Column: Hey Marty McDouche, get off that thing",Ashleigh Horowitz,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/130520/opinions/column-hey-marty-mcdouche-get-off-that-thing/
Column: Time and money spent cheating could be spent learning,Talya Jaffe,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/111188/opinions/column-time-and-money-spent-cheating-could-be-spent-learning/
Column: Scaring straight just might work after all,Daniel Geffre,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/120731/opinions/column-scaring-straight-just-might-work-after-all/
"Column: Mental health is always relevant, not just after a shooting",Cooper Temple,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/117146/opinions/column-mental-health-is-always-relevant-not-just-after-a-shooting/
Column: Defining gun violence is not helpful in resolving it,Hailey Dickson,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/128905/opinions/column-defining-gun-violence-is-not-helpful-in-resolving-it/
Column: You can’t shoot yourself if you don’t own a gun,Martin Forstrom,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/123732/opinions/column-you-cant-shoot-yourself-if-you-dont-own-a-gun/
Column: Gun violence a national epidemic,Apoorva Bhaskara,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/138143/opinions/column-gun-violence-a-national-epidemic/
Column: Texas students don’t want guns on campus,Justice Amarillas,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/140943/opinions/column-texas-students-dont-want-guns-on-campus/
"Column: Midterms are just mid-semester finals, so why does no one care?",Jacob Winkelman,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/99430/opinions/column-midterms-are-just-mid-semester-finals-so-why-does-no-one-care/
Column: ASU MBA just a flashy marketing ploy,Graham Place,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/114911/opinions/column-asu-mba-just-a-flashy-marketing-ploy/
Column: Feminist porn exemplifies how actual sex works,Greg Castro,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/104305/opinions/column-feminist-porn-exemplifies-how-actual-sex-works/
Column: Debt and unemployment erode law school dreams,Maddie Pickens,"October 25, 2015",N/A,Opinion,https://wildcat.arizona.edu/140124/opinions/column-debt-and-unemployment-erode-law-school-dreams/
"Column: Homecoming: Fun for some, lame for most",Justice Amarillas,"October 22, 2015",N/A,Opinion,https://wildcat.arizona.edu/114982/opinions/column-homecoming-fun-for-some-lame-for-most/
Column: Advising and UAccess are red-tape for enrollment,Cooper Temple,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/128570/opinions/column-advising-and-uaccess-are-red-tape-for-enrollment/
Column: WNBA hoop should be lowered to increase interest,Martin Forstrom,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/111609/opinions/column-wnba-hoop-should-be-lowered-to-increase-interest/
Column: Glamorizing drug trade still a bad choice,Genesis Lara,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/99155/opinions/column-glamorizing-drug-trade-still-a-bad-choice/
Column: Yelp for Peeple? Total disaster.,Hailey Dickson,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/107302/opinions/column-yelp-for-peeple-total-disaster/
Column: Instagram fitness doesn’t benefit anyone,Scott Baca,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/99988/opinions/column-instagram-fitness-doesnt-benefit-anyone/
Column: Spooky events getting dangerously out of hand,Ashleigh Horowitz,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/122848/opinions/column-spooky-events-getting-dangerously-out-of-hand/
"Column: Halloween doesn’t mean you can kill someone for decoration, guys",Greg Castro,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/109887/opinions/column-halloween-doesnt-mean-you-can-kill-someone-for-decoration-guys/
"Column: My thighs are fine, thank you",Apoorva Bhaskara,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/118395/opinions/column-my-thighs-are-fine-thank-you/
Column: Funding for mental healthcare underwhelming at university level,Ashleigh Horowitz,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/144883/opinions/column-funding-for-mental-healthcare-underwhelming-at-university-level/
"Column: California, where anyone can graduate",Daniel Geffre,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/115951/opinions/column-california-where-anyone-can-graduate/
Column: You wouldn’t ask a doctor to work weekends for free,Genesis Lara,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/144943/opinions/column-you-wouldnt-ask-a-doctor-to-work-weekends-for-free/
Column: Pima county bonds are all slam dunks,Graham Place,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/112454/opinions/column-pima-county-bonds-are-all-slam-dunks/
"Column: For-profit degrees worth nothing, exploitative",Maddie Pickens,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/118108/opinions/column-for-profit-degrees-worth-nothing-exploitative/
Column: Everyone just needs to take a chill pill,Trey Ross,"October 19, 2015",N/A,Opinion,https://wildcat.arizona.edu/98479/opinions/column-everyone-just-needs-to-take-a-chill-pill/
"Column: You make a mess, be nice to the people who deal with it",Justice Amarillas,"October 12, 2015",N/A,Opinion,https://wildcat.arizona.edu/133754/opinions/column-you-make-a-mess-be-nice-to-the-people-who-deal-with-it/
"Column: If he can find water on Mars, so can you",Ashleigh Horowitz,"October 12, 2015",N/A,Opinion,https://wildcat.arizona.edu/133350/opinions/column-if-he-can-find-water-on-mars-so-can-you/
Column: Unchallenged mayor not that bad of an option for upcoming term,Talya Jaffe,"October 12, 2015",N/A,Opinion,https://wildcat.arizona.edu/108150/opinions/column-unchallenged-mayor-not-that-bad-of-an-option-for-upcoming-term/
Column: Is it really so hard to make eye contact?,Martin Forstrom,"October 12, 2015",N/A,Opinion,https://wildcat.arizona.edu/138258/opinions/column-is-it-really-so-hard-to-make-eye-contact/
Column: Playing martyr is just sad,Greg Castro,"October 12, 2015",N/A,Opinion,https://wildcat.arizona.edu/141089/opinions/column-playing-martyr-is-just-sad/
"Column: Hearings don’t speak to facts, just GOP classlessness",Maddie Pickens,"October 12, 2015",N/A,Opinion,https://wildcat.arizona.edu/123163/opinions/column-hearings-dont-speak-to-facts-just-gop-classlessness/
Column: Teen driver preparation is woefully lax,Daniel Geffre,"October 12, 2015",N/A,Opinion,https://wildcat.arizona.edu/131834/opinions/column-teen-driver-preparation-is-woefully-lax/
Column: UA VETS Center gold standard for vet support,Ashleigh Horowitz,"October 12, 2015",N/A,Opinion,https://wildcat.arizona.edu/115231/opinions/column-ua-vets-center-gold-standard-for-vet-support/
Column: Education a smart investment even in a down economy,Cooper Temple,"October 12, 2015",N/A,Opinion,https://wildcat.arizona.edu/129617/opinions/column-education-a-smart-investment-even-in-a-down-economy/
Column: Violent music videos are no feminist win,Hailey Dickson,"October 12, 2015",N/A,Opinion,https://wildcat.arizona.edu/141632/opinions/column-violent-music-videos-are-no-feminist-win/
Column: Euclid is an unmitigated disaster-zone,Daniel Geffre,"October 12, 2015",N/A,Opinion,https://wildcat.arizona.edu/115294/opinions/column-euclid-is-an-unmitigated-disaster-zone/
"Column: As drone sales skyrocket, danger mounts",Graham Place,"October 11, 2015",N/A,Opinion,https://wildcat.arizona.edu/143804/opinions/column-as-drone-sales-skyrocket-danger-mounts/
Column: Bernie’s 50 States Blitz effectively engages non-swing states,Jacob Winkelman,"October 11, 2015",N/A,Opinion,https://wildcat.arizona.edu/109703/opinions/column-bernies-50-states-blitz-effectively-engages-non-swing-states/
Letter to the Editor: Columbus Day is an outdated affront to indigenous peoples,Christie Kelly,"October 11, 2015",N/A,Opinion,https://wildcat.arizona.edu/113153/opinions/letter-to-the-editor-columbus-day-is-an-outdated-affront-to-indigenous-peoples/
Column: F*ck everything about Family Weekend,Trey Ross,"October 9, 2015",N/A,Opinion,https://wildcat.arizona.edu/124175/opinions/column-fck-everything-about-family-weekend/
"Column: In the case of an emergency, you probably don’t need Emergen-C",Talya Jaffe,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/131911/opinions/column-in-the-case-of-an-emergency-you-probably-dont-need-emergen-c/
Column: GOP clearly didn’t run the numbers on deportation response,Cooper Temple,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/119302/opinions/column-gop-clearly-didnt-run-the-numbers-on-deportation-response/
Column: College should be a balance of practical involvements and self discovery,Wyatt Z. Conoly,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/111646/opinions/column-college-should-be-a-balance-of-practical-involvements-and-self-discovery/
Column: Honors Overnights disappear amidst minors policy woes,Apoorva Bhaskara,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/98440/opinions/column-honors-overnights-disappear-amidst-minors-policy-woes/
Column: Tenure granted amidst academic and professional misconduct,Graham Place,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/119644/opinions/column-tenure-granted-amidst-academic-and-professional-misconduct/
"Column: As OPEC turns to solar power, why hasn’t Arizona?",Cooper Temple,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/126692/opinions/column-as-opec-turns-to-solar-power-why-hasnt-arizona/
Column: Universities could do a lot to improve voter registration and turnout,Jacob Winkelman,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/112335/opinions/column-universities-could-do-a-lot-to-improve-voter-registration-and-turnout/
"Column: The Pope is not a political figure, he is a religious one",Hailey Dickson,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/107455/opinions/column-the-pope-is-not-a-political-figure-he-is-a-religious-one/
"Column: Aravaipa canyon protected, remains wildlife preserve",Ashleigh Horowitz,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/119088/opinions/column-aravaipa-canyon-protected-remains-wildlife-preserve/
"Column: As graduation looms, students should look to Tucson for the future",Trey Ross,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/103507/opinions/column-as-graduation-looms-students-should-look-to-tucson-for-the-future/
Column: Millennials shouldn’t fear death over apocalypse scenarios,Greg Castro,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/115492/opinions/column-millennials-shouldnt-fear-death-over-apocalypse-scenarios/
Column: Mandatory internships for graduation worthwhile but worrisome,Maddie Pickens,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/145498/opinions/column-mandatory-internships-for-graduation-worthwhile-but-worrisome/
Column: Is America behind on sex work legislation? Probably.,Wyatt Z. Conoly,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/128040/opinions/column-is-america-behind-on-sex-work-legislation-probably/
"Column: Sabor’s updates reflect increased prices, atmosphere",Justice Amarillas,"October 5, 2015",N/A,Opinion,https://wildcat.arizona.edu/140394/opinions/column-sabors-updates-reflect-increased-prices-atmosphere/
